developer_name,developer_name_en,developer_name_cn,developer_name_ko,developer_display_name,app_count,ios_gross_source_revenue_usd,revenue_usd_2025_cn_ios,revenue_basis,revenue_adjustment_multiplier,downloads_2025_cn_ios,avg_arpd_usd_2025_cn_ios,best_rank,developer_city_en,developer_city_ko,developer_country,location_precision,top_games,genres,subgenres,genre_search_text,game_classes,product_models,art_styles,themes,monetization_f2p,monetization_live_ops,monetization_gacha,publishers,corporate_parents,stock_tickers,avg_match_score,primary_genre,primary_subgenre,primary_genre_revenue_usd,primary_genre_revenue_share,primary_genre_top_games,primary_genre_revenue_share_pct,bd_score,bd_priority,bd_fit
LAKOO GAMES LIMITED,LAKOO GAMES LIMITED,方圆电子音像出版社有限责任公司,,方圆电子音像出版社有限责任公司,1,105280.83,147393.16199999998,2025 중국 iOS+AOS 추정 순매출,1.4,29,5082.522827586206,918,,,China,unknown,伊丁天堂,RPG,MMORPG,RPG MMORPG RPG/역할수행 角色扮演 MMORPG 大型多人在线RPG RPG/역할수행 / MMORPG · 角色扮演 / 大型多人在线RPG · RPG / MMORPG,Action & Strategy,Mid-core,2D Realistic,Adventure,1.0,,,Lakoo,,,96.0,RPG,MMORPG,147393.16199999998,1.0,伊丁天堂,100.0,44.3,C-니치/롱테일,RPG/역할수행 / MMORPG · 角色扮演 / 大型多人在线RPG · RPG / MMORPG · 100% 집중 · LiveOps · Gacha · Mid-core
"Luoyang Star Network Technology Co., Ltd.","Luoyang Star Network Technology Co., Ltd.",洛阳星号网络科技有限公司,,洛阳星号网络科技有限公司,1,105112.4,147157.36,2025 중국 iOS+AOS 추정 순매출,1.4,8283,17.766190993601352,919,,,China,unknown,河洛杠次,Casino,Landlord,Casino Landlord 카지노 博彩/棋牌 도우디주/랜드로드 斗地主 카지노 / 도우디주/랜드로드 · 博彩/棋牌 / 斗地主 · Casino / Landlord,Casino,Casual,2D Anime,Tabletop,1.0,,,洛阳星号网络科技有限公司,,,100.0,Casino,Landlord,147157.36,1.0,河洛杠次,100.0,48.2,C-니치/롱테일,카지노 / 도우디주/랜드로드 · 博彩/棋牌 / 斗地主 · Casino / Landlord · 100% 집중 · LiveOps · Gacha · Casual
Gamegou Limited,Gamegou Limited,Gamegou Limited,,Gamegou Limited,1,104479.34,146271.07599999997,2025 중국 iOS+AOS 추정 순매출,1.4,11781,12.41584551396316,926,,,China,unknown,Top Football Manager 2026,Sports,Sports Manager,Sports Sports Manager 스포츠 体育 스포츠 매니저 体育经理 스포츠 / 스포츠 매니저 · 体育 / 体育经理 · Sports / Sports Manager,Sports & Racing,Mid-core,3D Cartoon,Sports - Soccer,1.0,1.0,,Gamegou Limited,,,0.0,Sports,Sports Manager,146271.07599999997,1.0,Top Football Manager 2026,100.0,49.2,C-니치/롱테일,스포츠 / 스포츠 매니저 · 体育 / 体育经理 · Sports / Sports Manager · 100% 집중 · LiveOps · Gacha · Mid-core
"GUANGZHOU CHIYE CO., LIMITED","GUANGZHOU CHIYE CO., LIMITED",深圳中青宝互动网络股份有限公司,,深圳中青宝互动网络股份有限公司,1,103561.69,144986.36599999998,2025 중국 iOS+AOS 추정 순매출,1.4,91359,1.5869959828807232,928,Guangzhou,광저우,China,city,拣爱,Lifestyle,Interactive Story,Lifestyle Interactive Story 라이프스타일 生活方式 인터랙티브 스토리 互动剧情 라이프스타일 / 인터랙티브 스토리 · 生活方式 / 互动剧情 · Lifestyle / Interactive Story,Lifestyle & Puzzle,Casual,2D Cartoon,Drama,,,,"GUANGZHOU CHIYE CO., LIMITED",,,96.0,Lifestyle,Interactive Story,144986.36599999998,1.0,拣爱,100.0,54.1,C-니치/롱테일,라이프스타일 / 인터랙티브 스토리 · 生活方式 / 互动剧情 · Lifestyle / Interactive Story · 100% 집중 · LiveOps · Gacha · Casual
"Shanghai HuoYi Network Technology Co., Ltd.","Shanghai HuoYi Network Technology Co., Ltd.",杭州紫府网络科技有限公司,,杭州紫府网络科技有限公司,1,103234.6,144528.44,2025 중국 iOS+AOS 추정 순매출,1.4,35618,4.057735976191813,931,Shanghai,상하이,China,city,趣掼蛋-惯蛋正宗官方玩法,Casino,Landlord,Casino Landlord 카지노 博彩/棋牌 도우디주/랜드로드 斗地主 카지노 / 도우디주/랜드로드 · 博彩/棋牌 / 斗地主 · Casino / Landlord,Casino,Casual,2D Cartoon,Tabletop,1.0,,,上海火一网络科技有限公司,,,96.0,Casino,Landlord,144528.44,1.0,趣掼蛋-惯蛋正宗官方玩法,100.0,51.8,C-니치/롱테일,카지노 / 도우디주/랜드로드 · 博彩/棋牌 / 斗地主 · Casino / Landlord · 100% 집중 · LiveOps · Gacha · Casual
"Chengdu Hundong Tianxia Network Technology Co., Ltd.","Chengdu Hundong Tianxia Network Technology Co., Ltd.",成都魂动天下网络科技有限公司,,成都魂动天下网络科技有限公司,1,103025.28,144235.392,2025 중국 iOS+AOS 추정 순매출,1.4,88698,1.6261402962862748,932,Chengdu,청두,China,city,捕盗行纪：无尽噩梦第六部,RPG,MMORPG,RPG MMORPG RPG/역할수행 角色扮演 MMORPG 大型多人在线RPG RPG/역할수행 / MMORPG · 角色扮演 / 大型多人在线RPG · RPG / MMORPG,Action & Strategy,Mid-core,Stylized Realistic,Wuxia,1.0,,,魂动天下,,,94.0,RPG,MMORPG,144235.392,1.0,捕盗行纪：无尽噩梦第六部,100.0,53.9,C-니치/롱테일,RPG/역할수행 / MMORPG · 角色扮演 / 大型多人在线RPG · RPG / MMORPG · 100% 집중 · LiveOps · Gacha · Mid-core
"Shanghai Yuan You Network Technology Co.,Ltd.","Shanghai Yuan You Network Technology Co.,Ltd.","Shanghai Yuan You Network Technology Co.,Ltd.",,"Shanghai Yuan You Network Technology Co.,Ltd.",5,102555.61,143577.854,2025 중국 iOS+AOS 추정 순매출,1.4,1371,212.96011932956213,1168,Shanghai,상하이,China,city,"元游斗地主-欢乐棋牌休闲合集, 元游围棋-单机教学,联网挑战, 元游中国象棋, 元游五子棋-联机策略双人欢乐, 元游杀关","Casino, Tabletop","Landlord, Board","Casino Landlord 카지노 博彩/棋牌 도우디주/랜드로드 斗地主 카지노 / 도우디주/랜드로드 · 博彩/棋牌 / 斗地主 · Casino / Landlord, Tabletop Board 보드/테이블탑 桌游 보드게임 棋盘游戏 보드/테이블탑 / 보드게임 · 桌游 / 棋盘游戏 · Tabletop / Board","Casino, Lifestyle & Puzzle",Casual,"2D Cartoon, 2D Realistic, 2D Anime",Tabletop,1.0,,,Shanghai Yuan You Network Technology,,,0.0,Tabletop,Board,83068.356,0.5785596711871736,"元游围棋-单机教学,联网挑战, 元游中国象棋, 元游五子棋-联机策略双人欢乐",57.85596711871735,53.8,C-니치/롱테일,보드/테이블탑 / 보드게임 · 桌游 / 棋盘游戏 · Tabletop / Board · 58% 집중 · LiveOps · Gacha · Casual
"Beijing ZYZHENG Technology Co., Ltd.","Beijing ZYZHENG Technology Co., Ltd.","Beijing ZYZHENG Technology Co., Ltd.",,"Beijing ZYZHENG Technology Co., Ltd.",1,102186.19,143060.666,2025 중국 iOS+AOS 추정 순매출,1.4,13016,10.99113905961893,935,Beijing,베이징,China,city,斗地主欢乐版 - 欢乐斗地主经典版鬥地主,Casino,Landlord,Casino Landlord 카지노 博彩/棋牌 도우디주/랜드로드 斗地主 카지노 / 도우디주/랜드로드 · 博彩/棋牌 / 斗地主 · Casino / Landlord,Casino,Casual,2D Anime,Tabletop,1.0,,,掌娱纵横,,,0.0,Casino,Landlord,143060.666,1.0,斗地主欢乐版 - 欢乐斗地主经典版鬥地主,100.0,49.2,C-니치/롱테일,카지노 / 도우디주/랜드로드 · 博彩/棋牌 / 斗地主 · Casino / Landlord · 100% 집중 · LiveOps · Gacha · Casual
翔 谢,翔 谢,翔 谢,,翔 谢,1,101066.15,141492.61,2025 중국 iOS+AOS 추정 순매출,1.4,5149,27.479629054185278,939,,,China,unknown,放置江湖：隐世门派现武林,RPG,Idle RPG,RPG Idle RPG RPG/역할수행 角色扮演 방치형 RPG 放置RPG RPG/역할수행 / 방치형 RPG · 角色扮演 / 放置RPG · RPG / Idle RPG,Action & Strategy,Mid-core,2D Cartoon,Wuxia,,1.0,,翔 谢,,,100.0,RPG,Idle RPG,141492.61,1.0,放置江湖：隐世门派现武林,100.0,47.0,C-니치/롱테일,RPG/역할수행 / 방치형 RPG · 角色扮演 / 放置RPG · RPG / Idle RPG · 100% 집중 · LiveOps · Gacha · Mid-core
"Shanghai Lianyu Network Technology Co,Ltd","Shanghai Lianyu Network Technology Co,Ltd",上海连娱网络科技有限公司,,上海连娱网络科技有限公司,1,99931.18,139903.65199999997,2025 중국 iOS+AOS 추정 순매출,1.4,2037,68.68122336769758,941,Shanghai,상하이,China,city,火山捕鱼,Casino,Fish Shooting,Casino Fish Shooting 카지노 博彩/棋牌 피쉬 슈팅 捕鱼 카지노 / 피쉬 슈팅 · 博彩/棋牌 / 捕鱼 · Casino / Fish Shooting,Casino,Casual,2D Cartoon,Animal - Underwater,1.0,,,上海连娱网络科技有限公司,,,100.0,Casino,Fish Shooting,139903.65199999997,1.0,火山捕鱼,100.0,45.7,C-니치/롱테일,카지노 / 피쉬 슈팅 · 博彩/棋牌 / 捕鱼 · Casino / Fish Shooting · 100% 집중 · LiveOps · Gacha · Casual
"Qingdao Bluefir Interactive Entertainment Tech Co., Ltd.","Qingdao Bluefir Interactive Entertainment Tech Co., Ltd.",华中科技大学电子音像出版社,,华中科技大学电子音像出版社,1,99535.1,139349.13999999998,2025 중국 iOS+AOS 추정 순매출,1.4,383202,0.36364408327722714,942,Qingdao,칭다오,China,city,鱼吃鱼,Arcade,.io,Arcade .io 아케이드 街机 IO 캐주얼 IO游戏 아케이드 / IO 캐주얼 · 街机 / IO游戏 · Arcade / .io,Lifestyle & Puzzle,Hypercasual,2D Cartoon,Animal - Underwater,1.0,1.0,,"Qingdao Bluefir Interactive Entertainment Tech Co., Ltd.",,,96.0,Arcade,.io,139349.13999999998,1.0,鱼吃鱼,100.0,55.7,B-우선 검토,아케이드 / IO 캐주얼 · 街机 / IO游戏 · Arcade / .io · 100% 집중 · LiveOps · Gacha · Hypercasual
AJOY LAB LIMITED,AJOY LAB LIMITED,AJOY LAB LIMITED,,AJOY LAB LIMITED,1,99151.75,138812.44999999998,2025 중국 iOS+AOS 추정 순매출,1.4,1231,112.7639723801787,943,,,China,unknown,Taptap Heroes:Idle RPG,RPG,Idle RPG,RPG Idle RPG RPG/역할수행 角色扮演 방치형 RPG 放置RPG RPG/역할수행 / 방치형 RPG · 角色扮演 / 放置RPG · RPG / Idle RPG,Action & Strategy,Mid-core,2D Cartoon,Dungeon Crawler,1.0,1.0,1.0,Ajoy Lab,,,100.0,RPG,Idle RPG,138812.44999999998,1.0,Taptap Heroes:Idle RPG,100.0,45.1,C-니치/롱테일,RPG/역할수행 / 방치형 RPG · 角色扮演 / 放置RPG · RPG / Idle RPG · 100% 집중 · LiveOps · Gacha · Mid-core
"Hangzhou Bekko Technology Co.,Ltd","Hangzhou Bekko Technology Co.,Ltd","Hangzhou Bekko Technology Co.,Ltd",,"Hangzhou Bekko Technology Co.,Ltd",2,98645.78,138104.092,2025 중국 iOS+AOS 추정 순매출,1.4,14680,1.6816565395095366,1067,Hangzhou,항저우,China,city,"乱世终结战-送开荒神将, 我有一座育龙岛","Strategy, Simulation","4X Strategy, Tycoon / Crafting","Strategy 4X Strategy 전략 策略 4X 전략 4X策略 전략 / 4X 전략 · 策略 / 4X策略 · Strategy / 4X Strategy, Simulation Tycoon / Crafting 시뮬레이션 模拟经营 타이쿤/제작 大亨/制作 시뮬레이션 / 타이쿤/제작 · 模拟经营 / 大亨/制作 · Simulation / Tycoon / Crafting","Action & Strategy, Lifestyle & Puzzle","Mid-core, Casual","2D Cartoon, 3D Cartoon","Three Kingdoms, Dragon",1.0,1.0,1.0,"Hangzhou Bekko Technology Co.,Ltd.",,,100.0,Strategy,4X Strategy,88730.656,0.6424911435643775,乱世终结战-送开荒神将,64.24911435643776,53.2,C-니치/롱테일,"전략 / 4X 전략 · 策略 / 4X策略 · Strategy / 4X Strategy · 64% 집중 · LiveOps · Gacha · Mid-core, Casual"
庆 谢,庆 谢,庆 谢,,庆 谢,1,98134.19,137387.866,2025 중국 iOS+AOS 추정 순매출,1.4,19916,6.898366439043985,946,,,China,unknown,共和国之辉2,Strategy,Other Strategy,Strategy Other Strategy 전략 策略 기타 전략 其他策略 전략 / 기타 전략 · 策略 / 其他策略 · Strategy / Other Strategy,Action & Strategy,Mid-core,2D Realistic,Military,1.0,,,庆 谢,,,0.0,Strategy,Other Strategy,137387.866,1.0,共和国之辉2,100.0,49.7,C-니치/롱테일,전략 / 기타 전략 · 策略 / 其他策略 · Strategy / Other Strategy · 100% 집중 · LiveOps · Gacha · Mid-core
益世界网络科技(上海)有限公司,益世界网络科技(上海)有限公司,益世界网络科技（上海）有限公司,,益世界网络科技（上海）有限公司,2,98007.47,137210.458,2025 중국 iOS+AOS 추정 순매출,1.4,32427,52.29472824966844,957,Shanghai,상하이,China,city,"异世界慢生活, 进击的堡垒","Simulation, Strategy","Tycoon / Crafting, Tower Defense","Simulation Tycoon / Crafting 시뮬레이션 模拟经营 타이쿤/제작 大亨/制作 시뮬레이션 / 타이쿤/제작 · 模拟经营 / 大亨/制作 · Simulation / Tycoon / Crafting, Strategy Tower Defense 전략 策略 타워디펜스 塔防 전략 / 타워디펜스 · 策略 / 塔防 · Strategy / Tower Defense","Lifestyle & Puzzle, Action & Strategy","Casual, Mid-core","2D Anime, 2D Cartoon","Farming, Post-Apocalypse",1.0,1.0,,益世界网络科技(上海)有限公司,,,100.0,Simulation,Tycoon / Crafting,132315.82,0.9643275150353335,异世界慢生活,96.43275150353335,58.3,B-우선 검토,"시뮬레이션 / 타이쿤/제작 · 模拟经营 / 大亨/制作 · Simulation / Tycoon / Crafting · 96% 집중 · LiveOps · Gacha · Casual, Mid-core"
Joyient Inc.,Joyient Inc.,四川数字出版传媒有限公司,,四川数字出版传媒有限公司,3,96384.11,134937.754,2025 중국 iOS+AOS 추정 순매출,1.4,3432,411.3513632750117,1019,,,China,unknown,"蒸汽谜阵, 幻境双生：地图编辑器模式开放, 小手电大派对-疯狂一夏","Puzzle, Arcade","Match Swap, Environmental, Party Royale","Puzzle Match Swap 퍼즐 益智 스왑 매치3 交换消除 퍼즐 / 스왑 매치3 · 益智 / 交换消除 · Puzzle / Match Swap, Puzzle Environmental 퍼즐 益智 환경/공간 퍼즐 环境解谜 퍼즐 / 환경/공간 퍼즐 · 益智 / 环境解谜 · Puzzle / Environmental, Arcade Party Royale 아케이드 街机 파티 로얄 派对竞技 아케이드 / 파티 로얄 · 街机 / 派对竞技 · Arcade / Party Royale",Lifestyle & Puzzle,Casual,"2D Cartoon, Pixel","City Building, Adventure, Combat Arena",1.0,,,Joyient,,,96.0,Puzzle,Match Swap,106560.07599999999,0.7896980114253273,蒸汽谜阵,78.96980114253273,54.3,C-니치/롱테일,퍼즐 / 스왑 매치3 · 益智 / 交换消除 · Puzzle / Match Swap · 79% 집중 · LiveOps · Gacha · Casual
"Shenzhen Shangyoo Network Technology Co.,Ltd","Shenzhen Shangyoo Network Technology Co.,Ltd","Shenzhen Shangyoo Network Technology Co.,Ltd",,"Shenzhen Shangyoo Network Technology Co.,Ltd",1,96106.06,134548.484,2025 중국 iOS+AOS 추정 순매출,1.4,9489,14.17941658762778,953,Shenzhen,선전,China,city,诺亚传说-《流浪地球》资料片,RPG,MMORPG,RPG MMORPG RPG/역할수행 角色扮演 MMORPG 大型多人在线RPG RPG/역할수행 / MMORPG · 角色扮演 / 大型多人在线RPG · RPG / MMORPG,Action & Strategy,Mid-core,Stylized Realistic,Adventure,1.0,,,尚游游戏,,,100.0,RPG,MMORPG,134548.484,1.0,诺亚传说-《流浪地球》资料片,100.0,47.6,C-니치/롱테일,RPG/역할수행 / MMORPG · 角色扮演 / 大型多人在线RPG · RPG / MMORPG · 100% 집중 · LiveOps · Gacha · Mid-core
"Hainan Size Network Technology Co., Ltd.","Hainan Size Network Technology Co., Ltd.","Hainan Size Network Technology Co., Ltd.",,"Hainan Size Network Technology Co., Ltd.",1,95786.8,134101.52,2025 중국 iOS+AOS 추정 순매출,1.4,110106,1.217931084591212,954,Hainan,하이난,China,province_or_region,1.76版怀旧传奇：赤月龙城,RPG,MMORPG,RPG MMORPG RPG/역할수행 角色扮演 MMORPG 大型多人在线RPG RPG/역할수행 / MMORPG · 角色扮演 / 大型多人在线RPG · RPG / MMORPG,Action & Strategy,Mid-core,2D Realistic,Adventure,1.0,,,"Hainan Size Network Technology Co., Ltd.",,,100.0,RPG,MMORPG,134101.52,1.0,1.76版怀旧传奇：赤月龙城,100.0,53.5,C-니치/롱테일,RPG/역할수행 / MMORPG · 角色扮演 / 大型多人在线RPG · RPG / MMORPG · 100% 집중 · LiveOps · Gacha · Mid-core
HangZhou GameAsh Inc.,HangZhou GameAsh Inc.,HangZhou GameAsh Inc.,,HangZhou GameAsh Inc.,2,95465.84,133652.17599999998,2025 중국 iOS+AOS 추정 순매출,1.4,18271,10.721046063841671,1038,Hangzhou,항저우,China,city,"碧海苍云录, 流沙之城",RPG,"Idle RPG, MMORPG","RPG Idle RPG RPG/역할수행 角色扮演 방치형 RPG 放置RPG RPG/역할수행 / 방치형 RPG · 角色扮演 / 放置RPG · RPG / Idle RPG, RPG MMORPG RPG/역할수행 角色扮演 MMORPG 大型多人在线RPG RPG/역할수행 / MMORPG · 角色扮演 / 大型多人在线RPG · RPG / MMORPG",Action & Strategy,Mid-core,"2D Anime, 3D Anime","Wuxia, Adventure",1.0,,,杭州游尘信息技术有限公司,,,100.0,RPG,Idle RPG,99762.628,0.7464347456639989,碧海苍云录,74.64347456639989,54.4,C-니치/롱테일,RPG/역할수행 / 방치형 RPG · 角色扮演 / 放置RPG · RPG / Idle RPG · 75% 집중 · LiveOps · Gacha · Mid-core
"Wuhan Uqualities Information Technology Co., Ltd.","Wuhan Uqualities Information Technology Co., Ltd.","Wuhan Uqualities Information Technology Co., Ltd.",,"Wuhan Uqualities Information Technology Co., Ltd.",1,93188.1,130463.34,2025 중국 iOS+AOS 추정 순매출,1.4,230889,0.565047880150202,959,Wuhan,우한,China,city,成语消消闯关 - 成语学习单机益智小游戏,Puzzle,Word,Puzzle Word 퍼즐 益智 단어 퍼즐 文字益智 퍼즐 / 단어 퍼즐 · 益智 / 文字益智 · Puzzle / Word,Lifestyle & Puzzle,Casual,2D Cartoon,Tabletop,1.0,,,"Wuhan Uqualities Information Technology Co., Ltd.",,,100.0,Puzzle,Word,130463.34,1.0,成语消消闯关 - 成语学习单机益智小游戏,100.0,54.6,C-니치/롱테일,퍼즐 / 단어 퍼즐 · 益智 / 文字益智 · Puzzle / Word · 100% 집중 · LiveOps · Gacha · Casual
"Hainan Nansannan Technology Co., Ltd","Hainan Nansannan Technology Co., Ltd",厦门大学电子出版社有限责任公司,,厦门大学电子出版社有限责任公司,1,93012.75,130217.84999999999,2025 중국 iOS+AOS 추정 순매출,1.4,108721,1.1977249105508594,960,Hainan,하이난,China,province_or_region,萌鱼泡泡：水族泡泡海岛经营,Simulation,Breeding,Simulation Breeding 시뮬레이션 模拟经营 육성 养成 시뮬레이션 / 육성 · 模拟经营 / 养成 · Simulation / Breeding,Lifestyle & Puzzle,Casual,2D Cartoon,Animal - Underwater,1.0,1.0,,海南南叁南科技有限公司,,,96.0,Simulation,Breeding,130217.84999999999,1.0,萌鱼泡泡：水族泡泡海岛经营,100.0,53.3,C-니치/롱테일,시뮬레이션 / 육성 · 模拟经营 / 养成 · Simulation / Breeding · 100% 집중 · LiveOps · Gacha · Casual
"Shanghai Changsheng Culture Communication Co., Ltd.","Shanghai Changsheng Culture Communication Co., Ltd.","Shanghai Changsheng Culture Communication Co., Ltd.",,"Shanghai Changsheng Culture Communication Co., Ltd.",1,92554.06,129575.684,2025 중국 iOS+AOS 추정 순매출,1.4,36427,3.5571330057375024,963,Shanghai,상하이,China,city,末日之城-策略塔防 卡牌放置,Strategy,Tower Defense,Strategy Tower Defense 전략 策略 타워디펜스 塔防 전략 / 타워디펜스 · 策略 / 塔防 · Strategy / Tower Defense,Action & Strategy,Mid-core,2D Cartoon,Adventure,1.0,1.0,,上海尝盛文化传播有限公司,,,100.0,Strategy,Tower Defense,129575.684,1.0,末日之城-策略塔防 卡牌放置,100.0,50.7,C-니치/롱테일,전략 / 타워디펜스 · 策略 / 塔防 · Strategy / Tower Defense · 100% 집중 · LiveOps · Gacha · Mid-core
Rinzz Co. Ltd.,Rinzz Co. Ltd.,Rinzz Co. Ltd.,,Rinzz Co. Ltd.,4,92084.57,128918.39799999999,2025 중국 iOS+AOS 추정 순매출,1.4,66634,7.971740932672338,1178,Changsha,창사,China,city,"Project: Muse, Muse Runner - Rhythmic parkour, Mika's Treasure 2 Collection, The Same World Collection","Arcade, Puzzle","Music / Rhythm, Environmental, Other Puzzle","Arcade Music / Rhythm 아케이드 街机 음악/리듬 音乐/节奏 아케이드 / 음악/리듬 · 街机 / 音乐/节奏 · Arcade / Music / Rhythm, Puzzle Environmental 퍼즐 益智 환경/공간 퍼즐 环境解谜 퍼즐 / 환경/공간 퍼즐 · 益智 / 环境解谜 · Puzzle / Environmental, Puzzle Other Puzzle 퍼즐 益智 기타 퍼즐 其他益智 퍼즐 / 기타 퍼즐 · 益智 / 其他益智 · Puzzle / Other Puzzle",Lifestyle & Puzzle,"Hypercasual, Casual, Hybridcasual","2D Cartoon, Neon","Music, Treasure Hunter, Abstract",1.0,1.0,,Rinzz Co. Ltd.,,,0.0,Arcade,Music / Rhythm,85275.75,0.6614707545466086,"Project: Muse, Muse Runner - Rhythmic parkour",66.14707545466086,60.4,B-우선 검토,"아케이드 / 음악/리듬 · 街机 / 音乐/节奏 · Arcade / Music / Rhythm · 66% 집중 · LiveOps · Gacha · Hypercasual, Casual, Hybridcasual"
